name,eircode,latitude,longitude,postal_town
Beaumont,D09,53.38569,-6.22867,Dublin
Beaverstown,K36,53.49553,-6.15563,Malahide
Bedlesshill,D24,53.30582,-6.4083,Dublin
Beechwood,K36,53.4297,-6.148,Malahide
Belcamp,D17,53.40851,-6.19441,Dublin
Beldaragh,K32,53.5667,-6.25903,Balbriggan
Belgard,D24,53.30277,-6.40016,Dublin
Belgard Deer Park,D24,53.2488,-6.3915,Dublin
Belgee,K32,53.57405,-6.23488,Balbriggan
Belgree,D15,53.43919,-6.39525,Dublin
Belinstown,K67,53.4906,-6.21083,Swords
Bettyville,A41,53.54023,-6.25337,Ballyboughal
Bishopland,K45,53.51707,-6.14072,Lusk
Bishopswood,D11,53.43949,-6.33364,Dublin
